"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Vadhvan,3,Tonnes,NR,Onion,750,1000,875,Rs/Quintal
Visavadar,0.9,Tonnes,NR,Onion,220,510,365,Rs/Quintal
Haryana,,,,,,,,
Ambala Cantt.,15,Tonnes,NR,Other,800,1100,1000,Rs/Quintal
Asandh,2.1,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Barara,NR,Tonnes,NR,Other,1000,1100,1000,Rs/Quintal
Barwala,10,Tonnes,NR,Onion,900,900,900,Rs/Quintal
Barwala(Hisar),21,Tonnes,NR,Other,900,1000,1000,Rs/Quintal
Cheeka,0.08,Tonnes,NR,Other,1100,1100,1100,Rs/Quintal
Chhachrauli,0.35,Tonnes,NR,Onion,950,1000,950,Rs/Quintal
Faridabad,25,Tonnes,NR,Other,600,700,650,Rs/Quintal
Farukh Nagar,1.4,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Ganaur,1,Tonnes,NR,Onion,1500,3000,2000,Rs/Quintal
Gohana,4,Tonnes,NR,Other,1380,1500,1380,Rs/Quintal
Gurgaon,137.1,Tonnes,NR,Other,700,1200,950,Rs/Quintal
Hansi,7.5,Tonnes,NR,Other,890,900,895,Rs/Quintal
Hissar,37.9,Tonnes,NR,Other,700,1000,800,Rs/Quintal
Jagadhri,14.6,Tonnes,NR,Other,800,1100,1100,Rs/Quintal
Jhajjar,5.5,Tonnes,NR,Other,1200,1250,1250,Rs/Quintal
Jind,27.1,Tonnes,NR,Other,900,1200,1150,Rs/Quintal
Khanina,0.2,Tonnes,NR,Medium,1200,1200,1200,Rs/Quintal
Madlauda,0.3,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Meham,2,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Mohindergarh,6.1,Tonnes,NR,Onion,600,800,800,Rs/Quintal
Mustafabad,0.7,Tonnes,NR,Other,1200,1300,1200,Rs/Quintal
Naraingarh,17.06,Tonnes,NR,Onion,1000,1000,1000,Rs/Quintal
Narnaul,1.7,Tonnes,NR,Other,800,1000,1000,Rs/Quintal
Narnaund,0.8,Tonnes,NR,Other,1700,2000,1800,Rs/Quintal
Narwana,0.25,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Panchkul(Kalka),1,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Panipat,22,Tonnes,NR,Other,800,1200,1050,Rs/Quintal
Pataudi,0.5,Tonnes,NR,Other,800,800,800,Rs/Quintal
Pehowa,0.2,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Radaur,14,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Rewari,11,Tonnes,NR,Other,700,1000,850,Rs/Quintal
Sadhaura,1.5,Tonnes,NR,Onion,800,1000,900,Rs/Quintal
Shahabad,5.2,Tonnes,NR,Onion,800,1100,900,Rs/Quintal
Shahzadpur,1.5,Tonnes,NR,Local,800,900,900,Rs/Quintal
Sirsa,37.4,Tonnes,NR,Other,500,1000,900,Rs/Quintal
Sonepat,4.3,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Uklana,0.7,Tonnes,NR,Onion,1300,1300,1300,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,1.5,Tonnes,NR,Other,1500,1600,1550,Rs/Quintal
Bilaspur,1.5,Tonnes,NR,Other,1200,1800,1500,Rs/Quintal
Chamba,1.8,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Dhanotu (Mandi),1.8,Tonnes,NR,Other,1000,1400,1200,Rs/Quintal
Hamirpur(Nadaun),1,Tonnes,NR,Other,1200,1500,1400,Rs/Quintal
Kangra,0.9,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Kangra(Baijnath),0.5,Tonnes,NR,1st Sort,1200,1500,1300,Rs/Quintal
Kangra(Jaisinghpur),0.4,Tonnes,NR,1st Sort,1200,1300,1250,Rs/Quintal
Kangra(Jassour),3.5,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Kullu,1.5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Mandi(Mandi),3.2,Tonnes,NR,Onion,800,1400,1000,Rs/Quintal
Mandi(Takoli),0.1,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Nahan,0.1,Tonnes,NR,Other,1100,1200,1150,Rs/Quintal
Palampur,1.5,Tonnes,NR,Other,1200,1250,1250,Rs/Quintal
Paonta Sahib,0.9,Tonnes,NR,Other,1100,1300,1200,Rs/Quintal
Santoshgarh,1,Tonnes,NR,Onion,1200,1400,1300,Rs/Quintal
Solan,3.2,Tonnes,NR,Other,900,1000,1000,Rs/Quintal
Solan(Nalagarh),1.5,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Una,4.3,Tonnes,NR,Onion,1000,1500,1300,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,2,Tonnes,NR,Other,1400,1500,1450,Rs/Quintal
Narwal Jammu (F&V),135,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Samba,1.5,Tonnes,NR,Onion,1000,1100,1050,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,8,Tonnes,NR,Other,2500,3000,2750,Rs/Quintal
Jamshedpur,10,Tonnes,NR,Nasik,1200,1400,1300,Rs/Quintal
,,,NR,Other,1000,1200,1100,Rs/Quintal
Khunti,NR,Tonnes,NR,Local,1250,1650,1450,Rs/Quintal
,,,NR,Other,1050,1350,1150,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Onion,1400,1800,1500,Rs/Quintal
Pakur,0.5,Tonnes,NR,Nasik,1200,1400,1300,Rs/Quintal
Karnataka,,,,,,,,
Bagalakot,367,Tonnes,NR,Onion,100,800,500,Rs/Quintal
Bangalore,1782,Tonnes,NR,Local,600,800,700,Rs/Quintal
,,,NR,Puna,800,1400,1100,Rs/Quintal
Chickkaballapura,25,Tonnes,NR,Beelary-Red,1200,1500,1350,Rs/Quintal
Davangere,24,Tonnes,NR,Onion,300,1100,700,Rs/Quintal
Doddaballa Pur,6,Tonnes,NR,Onion,1000,1800,1400,Rs/Quintal
Gadag,832,Tonnes,NR,Onion,50,800,400,Rs/Quintal
Hospet,13,Tonnes,NR,Local,700,950,800,Rs/Quintal
Hubli (Amaragol),374,Tonnes,NR,Local,100,1070,560,Rs/Quintal
,,,NR,Puna,200,1400,800,Rs/Quintal
,,,NR,Telagi,100,1050,530,Rs/Quintal
Mysore (Bandipalya),106,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Raichur,30,Tonnes,NR,Onion,480,950,728,Rs/Quintal
Tumkur,2,Tonnes,NR,Other,900,1400,1100,Rs/Quintal
Kerala,,,,,,,,
Aluva,18,Tonnes,NR,Big,1100,1500,1300,Rs/Quintal
,,,NR,Small,2200,3000,2600,Rs/Quintal
Angamaly,1,Tonnes,NR,Big,1600,2000,1800,Rs/Quintal
Athirampuzha,1.6,Tonnes,NR,Big,1300,1500,1400,Rs/Quintal
,,,NR,Onion,2800,3000,2900,Rs/Quintal
Chala,6,Tonnes,NR,Big,1800,1854,1822,Rs/Quintal
,,,NR,Onion,4700,4753,4724,Rs/Quintal
Chalakudy,1.2,Tonnes,NR,Onion,1500,1700,1600,Rs/Quintal
Chengannur,2.5,Tonnes,NR,Onion,1200,1400,1200,Rs/Quintal
,,,NR,Small,3300,3600,3400,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Big,2200,2500,2500,Rs/Quintal
Ettumanoor,2.9,Tonnes,NR,Big,1400,1500,1500,Rs/Quintal
,,,NR,Onion,2300,2400,2400,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Kanjangadu,2,Tonnes,NR,Big,1300,1800,1500,Rs/Quintal
Kannur,40,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
Kayamkulam,4,Tonnes,NR,Big,1300,1500,1400,Rs/Quintal
,,,NR,Small,2900,3100,3000,Rs/Quintal
Koduvayoor,5,Tonnes,NR,Big,1500,2000,1800,Rs/Quintal
,,,NR,Small,3000,3500,3300,Rs/Quintal
Kondotty,16,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Kothamangalam,8,Tonnes,NR,Big,1500,1800,1600,Rs/Quintal
,,,NR,Other,2500,3000,2800,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1600,1700,1650,Rs/Quintal
Kuruppanthura,5,Tonnes,NR,Big,1800,2600,2200,Rs/Quintal
Madhavapuram,3,Tonnes,NR,Other,4000,4400,4200,Rs/Quintal
Manjeri,5,Tonnes,NR,Other,1300,1400,1350,Rs/Quintal
Moovattupuzha,4,Tonnes,NR,Big,1200,1450,1350,Rs/Quintal
,,,NR,Small,3450,3800,3600,Rs/Quintal
Neeleswaram,1,Tonnes,NR,Big,1600,2000,1800,Rs/Quintal
Pala,8,Tonnes,NR,Big,1800,2200,2000,Rs/Quintal
,,,NR,Onion,3500,3800,3600,Rs/Quintal
Palakkad,1.5,Tonnes,NR,Big,1500,2000,1800,Rs/Quintal
,,,NR,Small,3000,3500,3300,Rs/Quintal
Palayam,50,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Pampady,1,Tonnes,NR,Big,1300,1600,1400,Rs/Quintal
Parassala,4,Tonnes,NR,Small,1800,2000,1800,Rs/Quintal
Pattambi,4,Tonnes,NR,Big,1200,1500,1400,Rs/Quintal
,,,NR,Small,3000,4000,3800,Rs/Quintal
Perumbavoor,10,Tonnes,NR,Onion,500,1300,1000,Rs/Quintal
Thalayolaparambu,0.8,Tonnes,NR,Big,1200,1700,1500,Rs/Quintal
,,,NR,Onion,2500,3000,2800,Rs/Quintal
Thamarassery,0.7,Tonnes,NR,Other,1300,1800,1400,Rs/Quintal
Thodupuzha,50,Tonnes,NR,Big,1200,1400,1400,Rs/Quintal
,,,NR,Small,1800,3000,3000,Rs/Quintal
Thrippunithura,1,Tonnes,NR,Big,1700,2200,1900,Rs/Quintal
vadakarapathy,1.5,Tonnes,NR,Other,1900,2100,2000,Rs/Quintal
Vadakkenchery,0.45,Tonnes,NR,Big,1600,2000,1800,Rs/Quintal
,,,NR,Small,3800,4400,4100,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur(F&V),0.6,Tonnes,NR,Onion,900,1000,950,Rs/Quintal
Badnawar(F&V),45,Tonnes,NR,Onion,300,400,400,Rs/Quintal
Bhopal(F&V),44.8,Tonnes,NR,Other,400,800,600,Rs/Quintal
Burhanpur(F&V),7.5,Tonnes,NR,Local,200,600,400,Rs/Quintal
Deori,1,Tonnes,NR,Onion,400,600,500,Rs/Quintal
Dhar(F&V),2.5,Tonnes,NR,Other,800,1200,1000,Rs/Quintal
Garoth,0.9,Tonnes,NR,1st Sort,250,550,300,Rs/Quintal
Indore(F&V),715,Tonnes,NR,Onion,300,1100,900,Rs/Quintal
Jaora,105,Tonnes,NR,Medium,200,800,500,Rs/Quintal
Jhabua,0.4,Tonnes,NR,Other,600,700,650,Rs/Quintal
Kalapipal,1,Tonnes,NR,Other,250,1000,750,Rs/Quintal
Khandwa(F&V),100,Tonnes,NR,Onion,300,600,450,Rs/Quintal
Lashkar(F&V),16.9,Tonnes,NR,Local,400,600,500,Rs/Quintal
Manasa,305,Tonnes,NR,1st Sort,100,712,381,Rs/Quintal
Mandsaur,1300,Tonnes,NR,Onion,100,834,450,Rs/Quintal
Neemuch,236,Tonnes,NR,Medium,180,800,520,Rs/Quintal
Petlawad,0.57,Tonnes,NR,Red,500,1000,600,Rs/Quintal
Pipariya,1,Tonnes,NR,Onion,325,750,520,Rs/Quintal
Ratlam(F&V),421.5,Tonnes,NR,Other,100,1003,640,Rs/Quintal
Sagar(F&V),23,Tonnes,NR,Other,400,600,500,Rs/Quintal
Sanwer,0.4,Tonnes,NR,Other,400,500,450,Rs/Quintal
Syopurkalan(F&V),2,Tonnes,NR,Local,400,500,450,Rs/Quintal
Thandla,2,Tonnes,NR,Other,600,700,650,Rs/Quintal
Ujjain(F&V),119.7,Tonnes,NR,Onion,150,910,615,Rs/Quintal
Maharashtra,,,,,,,,
Amalner,10,Tonnes,NR,Local,200,600,600,Rs/Quintal
Aurangabad,117,Tonnes,NR,Other,110,800,455,Rs/Quintal
Barshi,34,Tonnes,NR,Other,100,1000,650,Rs/Quintal
Chalisgaon,317,Tonnes,NR,Red,200,900,800,Rs/Quintal
Chandrapur(Ganjwad),84,Tonnes,NR,Other,800,1300,1100,Rs/Quintal
Chandvad,15,Tonnes,NR,Other,70,344,200,Rs/Quintal
,,,NR,Red,500,1000,800,Rs/Quintal
Devala,502,Tonnes,NR,Other,50,405,175,Rs/Quintal
,,,NR,Red,200,1080,850,Rs/Quintal
Dhule,73,Tonnes,NR,Red,200,850,600,Rs/Quintal
Jalgaon,16,Tonnes,NR,Red,300,900,600,Rs/Quintal
,,,NR,White,500,1000,700,Rs/Quintal
Jamkhed,57,Tonnes,NR,Local,100,1300,700,Rs/Quintal
Junnar(Alephata),683,Tonnes,NR,Other,400,1300,700,Rs/Quintal
Kalyan,NR,Tonnes,NR,1st Sort,500,600,550,Rs/Quintal
,,,NR,2nd Sort,300,400,350,Rs/Quintal
Karad,28,Tonnes,NR,Other,500,1000,1000,Rs/Quintal
Kolhapur,285,Tonnes,NR,Other,200,1200,500,Rs/Quintal
Kopargaon,86,Tonnes,NR,Other,70,499,225,Rs/Quintal
,,,NR,Red,250,1001,835,Rs/Quintal
Lasalgaon,2329,Tonnes,NR,Other,101,439,240,Rs/Quintal
,,,NR,Red,301,967,861,Rs/Quintal
Lasalgaon(Niphad),8,Tonnes,NR,Other,117,269,200,Rs/Quintal
,,,NR,Red,376,1000,850,Rs/Quintal
Maanachar,78,Tonnes,NR,Other,400,1050,775,Rs/Quintal
Malegaon(Umarane),2050,Tonnes,NR,Other,100,425,250,Rs/Quintal
,,,NR,Red,351,940,850,Rs/Quintal
Manmad,1166,Tonnes,NR,Other,100,250,200,Rs/Quintal
,,,NR,Red,250,901,800,Rs/Quintal
Nagpur,153,Tonnes,NR,Red,500,800,725,Rs/Quintal
,,,NR,White,600,900,825,Rs/Quintal
Nandgaon,74,Tonnes,NR,Other,35,356,201,Rs/Quintal
,,,NR,Red,200,967,800,Rs/Quintal
Nandura,12,Tonnes,NR,Other,300,650,650,Rs/Quintal
Nasik,71,Tonnes,NR,Other,125,300,200,Rs/Quintal
,,,NR,Pole,275,1125,800,Rs/Quintal
Palthan,56,Tonnes,NR,Hybrid,150,1065,600,Rs/Quintal
Pandharpur,31,Tonnes,NR,Red,100,1000,650,Rs/Quintal
Pathardi,220,Tonnes,NR,Red,300,1466,933,Rs/Quintal
Pimpalgaon,215,Tonnes,NR,Other,150,446,300,Rs/Quintal
,,,NR,Pole,200,1059,801,Rs/Quintal
Pimpalgaon Baswant(Saykheda),27,Tonnes,NR,Other,150,370,275,Rs/Quintal
,,,NR,Red,190,951,775,Rs/Quintal
Pune,589,Tonnes,NR,Local,200,1100,800,Rs/Quintal
Pune(Hadapsar),3,Tonnes,NR,Local,200,1100,800,Rs/Quintal
Pune(Khadiki),5,Tonnes,NR,Local,400,900,650,Rs/Quintal
Pune(Pimpri),1,Tonnes,NR,Local,700,700,700,Rs/Quintal
Rahata,386,Tonnes,NR,Red,100,1200,700,Rs/Quintal
Rahuri,351,Tonnes,NR,Other,200,750,400,Rs/Quintal
,,,NR,Red,100,1100,700,Rs/Quintal
Sangamner,522,Tonnes,NR,Red,300,1325,813,Rs/Quintal
"Sangli(Phale, Bhajipura Market)",126,Tonnes,NR,Local,350,1250,800,Rs/Quintal
Shrigonda,450,Tonnes,NR,Other,200,1100,700,Rs/Quintal
Shrigonda(Gogargaon),36,Tonnes,NR,Other,200,1200,800,Rs/Quintal
Shrirampur,18,Tonnes,NR,Other,150,750,425,Rs/Quintal
Sinner,25,Tonnes,NR,Other,140,395,300,Rs/Quintal
,,,NR,Red,100,991,900,Rs/Quintal
Solapur,2599,Tonnes,NR,Red,100,1230,500,Rs/Quintal
Vai,2,Tonnes,NR,Local,400,800,740,Rs/Quintal
Vaijpur,282,Tonnes,NR,Red,400,851,690,Rs/Quintal
Vashi New Mumbai,882,Tonnes,NR,Other,400,1300,850,Rs/Quintal
Yawal,192,Tonnes,NR,Red,400,630,510,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,1194,Tonnes,NR,Onion,375,1250,700,Rs/Quintal
Shahdara,154.9,Tonnes,NR,Nasik,800,1000,900,Rs/Quintal
,,,NR,Other,700,1100,900,Rs/Quintal
Odisha,,,,,,,,
Angul,5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Angul(Atthamallick),3.5,Tonnes,NR,Onion,1800,2000,1900,Rs/Quintal
Angul(Jarapada),4.2,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Bargarh,3.25,Tonnes,NR,Other,1500,1700,1600,Rs/Quintal
Bargarh(Barapalli),2.86,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Baripada,10,Tonnes,NR,Onion,1200,1500,1300,Rs/Quintal
Betnoti,0.03,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Other,1800,2000,1900,Rs/Quintal
Birmaharajpur,1.2,Tonnes,NR,Other,1700,2000,1800,Rs/Quintal
Bolangir,5,Tonnes,NR,Other,1400,1500,1400,Rs/Quintal
Bonai,2,Tonnes,NR,Onion,1500,1500,1500,Rs/Quintal
,,,NR,Other,1500,1500,1500,Rs/Quintal
Boudh,0.3,Tonnes,NR,Other,1400,1500,1400,Rs/Quintal
Dhenkanal,23,Tonnes,NR,Other,2000,2500,2000,Rs/Quintal
Dungurapalli,1.9,Tonnes,NR,Other,1450,1500,1450,Rs/Quintal
Hindol,3.5,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Hinjilicut,21,Tonnes,NR,Other,1500,2000,1800,Rs/Quintal
Jajpur,16,Tonnes,NR,Onion,1100,1250,1200,Rs/Quintal
Jharsuguda,3.6,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Kamakhyanagar,4,Tonnes,NR,Onion,1500,2000,1800,Rs/Quintal
Kendrapara(Marshaghai),2,Tonnes,NR,Bombay (U.P.),1500,1600,1500,Rs/Quintal
,,,NR,Onion,1400,1500,1450,Rs/Quintal
Kendupatna,30,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Kendupatna(Niali),35,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Keonjhar,0.6,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Keonjhar(Dhekikote),0.5,Tonnes,NR,Other,1200,1400,1400,Rs/Quintal
Khariar,1,Tonnes,NR,Dry F.A.Q.,1600,1700,1700,Rs/Quintal
Khariar Road,0.6,Tonnes,NR,Other,1400,1500,1500,Rs/Quintal
Mottagaon,23,Tonnes,NR,Other,1800,2000,2000,Rs/Quintal
Pandkital,1.8,Tonnes,NR,Other,1520,1600,1600,Rs/Quintal
Saharpada,0.4,Tonnes,NR,Other,1200,1400,1200,Rs/Quintal
Sargipali,2.2,Tonnes,NR,Other,1300,1600,1500,Rs/Quintal
Tusura,4,Tonnes,NR,Other,1400,1500,1400,Rs/Quintal
Udala,2,Tonnes,NR,Onion,1200,1200,1200,Rs/Quintal
Punjab,,,,,,,,
Abohar,20,Tonnes,NR,Onion,550,1000,850,Rs/Quintal
Adampur,1.1,Tonnes,NR,Other,1000,1200,1200,Rs/Quintal
Ajnala,0.5,Tonnes,NR,Red,800,1000,900,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),100,Tonnes,NR,Onion,600,1100,800,Rs/Quintal
Baghapurana,0.5,Tonnes,NR,Local,1100,1500,1200,Rs/Quintal
Balachaur,1.4,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Banga,4.7,Tonnes,NR,Other,841,1163,1082,Rs/Quintal
Banur,0.2,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Banur (Kheragaju),0.4,Tonnes,NR,1st Sort,1000,1500,1200,Rs/Quintal
Bariwala,0.3,Tonnes,NR,Other,800,1100,1000,Rs/Quintal
Barnala,45.8,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Bassi Pathana,1.6,Tonnes,NR,Medium,900,1100,1000,Rs/Quintal
Batala,11,Tonnes,NR,Other,750,850,800,Rs/Quintal
Bhawanigarh,1.9,Tonnes,NR,Other,800,800,800,Rs/Quintal
Bhucho,0.15,Tonnes,NR,Other,1500,2000,1700,Rs/Quintal
Budalada,1.2,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Chamkaur Sahib,1.5,Tonnes,NR,Other,900,920,910,Rs/Quintal
Dasuya,3,Tonnes,NR,Other,800,1000,1000,Rs/Quintal
Dera Bassi,2,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Dharamkot,0.25,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Dhariwal,1,Tonnes,NR,Other,1100,1400,1300,Rs/Quintal
Dhuri,1,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Dinanagar,1.4,Tonnes,NR,Other,1000,1300,1050,Rs/Quintal
Dudhansadhan,0.4,Tonnes,NR,Other,800,1000,900,Rs/Quintal
F.G.Churian,0.3,Tonnes,NR,Onion,980,1000,990,Rs/Quintal
Faridkot,28.11,Tonnes,NR,Onion,750,1150,1000,Rs/Quintal
Fazilka,25,Tonnes,NR,Other,500,1100,700,Rs/Quintal
Ferozepur Cantt.,0.2,Tonnes,NR,Onion,900,1000,950,Rs/Quintal
Firozepur City,16,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Garh Shankar(Mahalpur),6.8,Tonnes,NR,Onion,800,1000,900,Rs/Quintal
GarhShankar (Kotfatuhi),1.2,Tonnes,NR,Other,800,900,850,Rs/Quintal
Gehri(Jandiala mandi),0.2,Tonnes,NR,Onion,1500,1500,1500,Rs/Quintal
Giddarbaha,0.6,Tonnes,NR,Onion,800,1200,1000,Rs/Quintal
Goniana,0.25,Tonnes,NR,Other,1000,1300,1200,Rs/Quintal
Jagraon,7,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Jalalabad,5,Tonnes,NR,Other,800,900,850,Rs/Quintal
Khamano,0.3,Tonnes,NR,Onion,1200,1200,1200,Rs/Quintal
Khanna,38,Tonnes,NR,Other,700,1100,900,Rs/Quintal
Kharar,15,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Kotkapura,15,Tonnes,NR,Red,1000,1400,1200,Rs/Quintal
Kurali,2,Tonnes,NR,Other,1100,1230,1150,Rs/Quintal
Lalru,4.29,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Makhu,1,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Malerkotla,31.5,Tonnes,NR,Other,750,900,800,Rs/Quintal
Malout,8.5,Tonnes,NR,Onion,800,1200,900,Rs/Quintal
Morinda,3,Tonnes,NR,Medium,1100,1300,1200,Rs/Quintal
Mukerian,0.75,Tonnes,NR,Onion,1400,1650,1500,Rs/Quintal
Mukerian(Talwara),0.31,Tonnes,NR,Onion,1200,1600,1400,Rs/Quintal
Muktsar,1.5,Tonnes,NR,Nasik,700,1000,800,Rs/Quintal
Nawan Shahar(Subzi Mandi),7,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Patiala,40,Tonnes,NR,Local,700,900,800,Rs/Quintal
Patran,2.5,Tonnes,NR,Other,600,800,600,Rs/Quintal
Patti,2,Tonnes,NR,Other,500,600,550,Rs/Quintal
Phagwara,45.9,Tonnes,NR,Other,655,1032,844,Rs/Quintal
Raikot,2,Tonnes,NR,Other,1000,1100,1050,Rs/Quintal
Rajpura,22.5,Tonnes,NR,Local,800,1000,900,Rs/Quintal
Raman,2,Tonnes,NR,Other,1000,1200,1150,Rs/Quintal
Rampuraphul(Nabha Mandi),3.5,Tonnes,NR,Other,600,1000,600,Rs/Quintal
Rayya,1,Tonnes,NR,Red,750,950,850,Rs/Quintal
Sahnewal,0.25,Tonnes,NR,Onion,1100,1100,1100,Rs/Quintal
Samrala,3,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Sirhind,6.6,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Sunam,3.5,Tonnes,NR,Onion,700,900,800,Rs/Quintal
Talwandi Sabo,0.2,Tonnes,NR,Other,700,700,700,Rs/Quintal
Tanda Urmur,1.2,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Zira,1.3,Tonnes,NR,Medium,1000,1200,1100,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),14.3,Tonnes,NR,Other,500,900,750,Rs/Quintal
Bayana,2,Tonnes,NR,Onion,600,600,600,Rs/Quintal
Chittorgarh,6.5,Tonnes,NR,Other,600,900,750,Rs/Quintal
Chomu(F&V),5.5,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Jaipur(F&V),321.1,Tonnes,NR,Other,500,1000,750,Rs/Quintal
Jaisalmer,36,Tonnes,NR,Other,600,800,800,Rs/Quintal
Neem Ka Thana,1.5,Tonnes,NR,Local,630,725,700,Rs/Quintal
Nimbahera,0.7,Tonnes,NR,1st Sort,300,400,350,Rs/Quintal
Pilli Banga,0.5,Tonnes,NR,Other,620,740,700,Rs/Quintal
Pratapgarh,72.8,Tonnes,NR,Other,221,801,510,Rs/Quintal
Rajasamand,0.5,Tonnes,NR,Onion,700,900,800,Rs/Quintal
Sriganganagar(F&V),40,Tonnes,NR,Other,900,900,900,Rs/Quintal
Udaipur(F&V),26.8,Tonnes,NR,Other,300,600,450,Rs/Quintal
Telangana,,,,,,,,
Bowenpally,28.3,Tonnes,NR,1st Sort,400,1000,800,Rs/Quintal
Gudimalkapur,82.8,Tonnes,NR,1st Sort,300,1000,600,Rs/Quintal
Mahboob Manison,4871,Tonnes,NR,1st Sort,700,1000,800,Rs/Quintal
,,,NR,2nd Sort,300,600,500,Rs/Quintal
Tripura,,,,,,,,
Barpathari,0.1,Tonnes,NR,Other,1700,1900,1800,Rs/Quintal
Uttar Pradesh,,,,,,,,
Achalda,1.7,Tonnes,NR,Red,1200,1350,1250,Rs/Quintal
Achnera,2,Tonnes,NR,Red,750,850,800,Rs/Quintal
Ahirora,3,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Ajuha,8,Tonnes,NR,Red,860,900,885,Rs/Quintal
Aliganj,0.3,Tonnes,NR,Red,600,800,700,Rs/Quintal
Aligarh,70,Tonnes,NR,Red,800,900,850,Rs/Quintal
Allahabad,20,Tonnes,NR,Red,700,900,800,Rs/Quintal
Amroha,0.2,Tonnes,NR,Nasik,500,600,550,Rs/Quintal
Anandnagar,2.5,Tonnes,NR,Red,1100,1200,1150,Rs/Quintal
Anwala,10.5,Tonnes,NR,Onion,700,900,800,Rs/Quintal
Auraiya,2,Tonnes,NR,Red,800,850,825,Rs/Quintal
Awagarh,1.2,Tonnes,NR,Red,600,800,700,Rs/Quintal
Baberu,3,Tonnes,NR,Red,645,825,735,Rs/Quintal
Badda,0.4,Tonnes,NR,1st Sort,1300,1500,1400,Rs/Quintal
Bahedi,0.9,Tonnes,NR,Onion,900,1000,950,Rs/Quintal
Bahraich,93.2,Tonnes,NR,Red,1200,1315,1250,Rs/Quintal
Ballia,75,Tonnes,NR,Red,800,900,850,Rs/Quintal
Balrampur,22,Tonnes,NR,Red,900,1000,950,Rs/Quintal
Bangarmau,1,Tonnes,NR,Red,900,1000,950,Rs/Quintal
Barabanki,31,Tonnes,NR,Red,850,980,910,Rs/Quintal
Baraut,0.2,Tonnes,NR,Red,800,1000,900,Rs/Quintal
