"Commodity-wise, Market-wise Daily Report on : 01/01/2019 NR : Not Reported",,,,,,,,
,,,,,,,,
Market Center,Arrivals(in tonnes),Unit of Arrivals,Origin,Variety,Minimum Prices(in Rs/quintals),Maximum Prices(in Rs/quintals),Modal Prices(in Rs/quintals),Unit of Price
Bassi Pathana,1.6,Tonnes,NR,Peas Wet,1000,1000,1000,Rs/Quintal
Bhawanigarh,2.1,Tonnes,NR,Other,1100,1400,1400,Rs/Quintal
Bhulath,0.14,Tonnes,NR,Peas Wet,1200,1800,1500,Rs/Quintal
Bhulath (Ibrahimaaaaval),NR,Tonnes,NR,Peas Wet,1000,1200,1200,Rs/Quintal
Bhulath (Nadala),0.8,Tonnes,NR,Peas Wet,900,1400,1200,Rs/Quintal
Bilga,0.19,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Chamkaur Sahib,2.2,Tonnes,NR,Other,1000,1030,1020,Rs/Quintal
Dharamkot,0.95,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Dhariwal,0.57,Tonnes,NR,Peas Wet,600,900,800,Rs/Quintal
Dudhansadhan,0.4,Tonnes,NR,Other,800,1100,1000,Rs/Quintal
F.G.Churian,2.1,Tonnes,NR,Peas Wet,980,1000,990,Rs/Quintal
Fazilka,6.5,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Ferozepur Cantt.,0.11,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Gehri(Jandiala mandi),10,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Giddarbaha,0.8,Tonnes,NR,Peas Wet,1000,1500,1200,Rs/Quintal
Jalalabad,1,Tonnes,NR,Other,1100,1250,1200,Rs/Quintal
Jalandhar City(Jalandhar),47.2,Tonnes,NR,Other,700,900,800,Rs/Quintal
Kapurthala,2,Tonnes,NR,Peas Wet,1000,1500,1500,Rs/Quintal
Khamano,0.3,Tonnes,NR,Peas Wet,1300,1300,1300,Rs/Quintal
Khanna,5,Tonnes,NR,Other,700,1400,1000,Rs/Quintal
Kharar,0.9,Tonnes,NR,Peas Wet,1200,1600,1400,Rs/Quintal
Lalru,4.85,Tonnes,NR,Other,1000,2000,1500,Rs/Quintal
Lohian Khas,0.7,Tonnes,NR,Other,1200,1400,1300,Rs/Quintal
Malerkotla,23.5,Tonnes,NR,Other,1250,1600,1450,Rs/Quintal
Morinda,0.1,Tonnes,NR,Other,1300,1500,1400,Rs/Quintal
Muktsar,1,Tonnes,NR,Peas Wet,600,800,700,Rs/Quintal
Patti,0.3,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Phagwara,14.4,Tonnes,NR,Other,900,1300,1100,Rs/Quintal
Raikot,2,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Rajpura,1.5,Tonnes,NR,Peas Wet,1000,1400,1200,Rs/Quintal
Raman,1,Tonnes,NR,Peas Wet,1300,1500,1450,Rs/Quintal
Sahnewal,0.1,Tonnes,NR,Peas Wet,1700,1800,1800,Rs/Quintal
Samana,5.68,Tonnes,NR,Peas Wet,850,1350,1225,Rs/Quintal
Sirhind,7.1,Tonnes,NR,Other,1200,1500,1300,Rs/Quintal
Sultanpur,0.8,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Sunam,1.5,Tonnes,NR,Peas Wet,1000,1500,1400,Rs/Quintal
Talwandi Bhai,0.02,Tonnes,NR,Peas Wet,1000,1000,1000,Rs/Quintal
Talwandi Sabo,0.8,Tonnes,NR,Peas Wet,1200,1500,1300,Rs/Quintal
Rajasthan,,,,,,,,
Ajmer(F&V),533,Tonnes,NR,Other,1000,1800,1400,Rs/Quintal
Chittorgarh,8.5,Tonnes,NR,Other,1000,1500,1300,Rs/Quintal
Sriganganagar(F&V),8,Tonnes,NR,Other,2000,2000,2000,Rs/Quintal
Uttar Pradesh,,,,,,,,
Jahanabad,25,Tonnes,NR,Peas Wet,800,1000,900,Rs/Quintal
Jarar,1.8,Tonnes,NR,Other,1140,1220,1180,Rs/Quintal
Jhijhank,2,Tonnes,NR,Other,700,750,725,Rs/Quintal
Kasganj,40,Tonnes,NR,Peas Wet,1060,1180,1140,Rs/Quintal
Nautnava,0.2,Tonnes,NR,Peas Wet,700,1000,800,Rs/Quintal
Tanda(Rampur),0.4,Tonnes,NR,Other,550,560,555,Rs/Quintal
Varipaal,0.1,Tonnes,NR,Other,1600,2000,1800,Rs/Quintal
Vilaspur,121.6,Tonnes,NR,Peas Wet,620,630,625,Rs/Quintal
Uttrakhand,,,,,,,,
Dehradoon,623,Tonnes,NR,Other,1200,1600,1400,Rs/Quintal
Vikasnagar,0.3,Tonnes,NR,Other,1200,1200,1200,Rs/Quintal
Pegeon Pea (Arhar Fali),,,,,,,,
Gujarat,,,,,,,,
Ankleshwar,1.63,Tonnes,NR,Pigeon Pea (Arhar Fali),3250,4150,3925,Rs/Quintal
Dahod(Veg. Market),0.08,Tonnes,NR,Other,2000,3200,3000,Rs/Quintal
Dholka(Koth),20,Tonnes,NR,Other,2500,3100,2800,Rs/Quintal
Mandvi,0.38,Tonnes,NR,Other,2500,4000,3250,Rs/Quintal
Nadiyad(Piplag),7.3,Tonnes,NR,Pigeon Pea (Arhar Fali),2700,2800,2750,Rs/Quintal
Padra,1.5,Tonnes,NR,Other,2750,3500,3000,Rs/Quintal
S.Mandvi,0.38,Tonnes,NR,Other,2500,4000,3250,Rs/Quintal
Surat,8.5,Tonnes,NR,Other,2000,4000,3000,Rs/Quintal
Vyra,0.24,Tonnes,NR,Other,3500,4000,3750,Rs/Quintal
Pointed gourd (Parval),,,,,,,,
Assam,,,,,,,,
Kharupetia,2,Tonnes,NR,Pointed gourd (Parval),3000,3200,3100,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad,0.2,Tonnes,NR,Other,4000,4500,4300,Rs/Quintal
Chikli(Khorgam),1.1,Tonnes,NR,Other,4000,4250,4125,Rs/Quintal
Mahuva(Anaval),2.3,Tonnes,NR,Other,2300,2600,2500,Rs/Quintal
Surat,8.5,Tonnes,NR,Other,3500,6000,4750,Rs/Quintal
Valod(Buhari),0.3,Tonnes,NR,Other,3200,3400,3300,Rs/Quintal
Vansda,0.5,Tonnes,NR,Other,3950,4050,4000,Rs/Quintal
Vansda(Limzar),0.4,Tonnes,NR,Other,4000,4130,4060,Rs/Quintal
Odisha,,,,,,,,
Banki,1,Tonnes,NR,Other,4500,5000,4800,Rs/Quintal
Hindol,0.1,Tonnes,NR,Other,3800,4200,4000,Rs/Quintal
Jajpur,0.36,Tonnes,NR,Pointed gourd (Parval),5000,6000,5500,Rs/Quintal
Kamakhyanagar,0.1,Tonnes,NR,Other,4000,4500,4000,Rs/Quintal
Panposh,48,Tonnes,NR,Other,3600,4000,3900,Rs/Quintal
Uttar Pradesh,,,,,,,,
Allahabad,2.5,Tonnes,NR,Pointed gourd (Parval),2750,2900,2800,Rs/Quintal
Bangarmau,0.2,Tonnes,NR,Pointed gourd (Parval),1500,1600,1550,Rs/Quintal
Uttrakhand,,,,,,,,
Haldwani,0.7,Tonnes,NR,Other,1940,2140,2040,Rs/Quintal
West Bengal,,,,,,,,
Sealdah Koley Market,9.2,Tonnes,NR,Other,3400,4000,3800,Rs/Quintal
Potato,,,,,,,,
Andhra Pradesh,,,,,,,,
Palamaner,5.1,Tonnes,NR,(Red Nanital),500,1500,1000,Rs/Quintal
Assam,,,,,,,,
Dhekiajuli,3,Tonnes,NR,Local,1000,1100,1100,Rs/Quintal
Howly,450,Tonnes,NR,Local,650,800,700,Rs/Quintal
Jorhat,160,Tonnes,NR,Potato,800,900,850,Rs/Quintal
Kharupetia,5,Tonnes,NR,Local,1300,1450,1400,Rs/Quintal
P.O. Uparhali Guwahati,26,Tonnes,NR,Potato,500,900,700,Rs/Quintal
Pamohi(Garchuk),180,Tonnes,NR,Potato,600,1200,900,Rs/Quintal
Chandigarh,,,,,,,,
Chandigarh(Grain/Fruit),123.9,Tonnes,NR,Other,200,400,300,Rs/Quintal
Chattisgarh,,,,,,,,
Durg,36,Tonnes,NR,Other,600,800,700,Rs/Quintal
Raigarh,96,Tonnes,NR,Other,300,400,300,Rs/Quintal
Rajnandgaon,7.5,Tonnes,NR,Potato,700,700,700,Rs/Quintal
Goa,,,,,,,,
Mapusa,1.04,Tonnes,NR,Potato,1000,2300,1650,Rs/Quintal
Gujarat,,,,,,,,
Ahmedabad(Chimanbhai Patal Market Vasana),836.8,Tonnes,NR,Chips,1500,1600,1550,Rs/Quintal
,,,NR,Desi,200,600,450,Rs/Quintal
,,,NR,Jalander,500,800,700,Rs/Quintal
"Anand(Veg,Yard,Anand)",31.95,Tonnes,NR,Potato,250,450,350,Rs/Quintal
Bharuch,71.54,Tonnes,NR,Other,600,1200,850,Rs/Quintal
Bilimora,13.3,Tonnes,NR,Other,700,1000,850,Rs/Quintal
Dahod(Veg. Market),28.5,Tonnes,NR,Potato,500,800,700,Rs/Quintal
Deesa(Deesa Veg Yard),50,Tonnes,NR,Other,400,700,550,Rs/Quintal
Dholka(Koth),100,Tonnes,NR,Other,800,1050,900,Rs/Quintal
Kapadvanj,47.5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Khambhat(Veg Yard Khambhat),0.1,Tonnes,NR,Other,400,800,600,Rs/Quintal
Mehsana(Mehsana Veg),53.2,Tonnes,NR,Potato,200,850,550,Rs/Quintal
Nadiyad(Piplag),45.9,Tonnes,NR,Potato,500,1000,750,Rs/Quintal
Padra,1.9,Tonnes,NR,Other,500,1250,800,Rs/Quintal
Rajkot(Ghee Peeth),750,Tonnes,NR,Desi,450,850,700,Rs/Quintal
Surat,700,Tonnes,NR,Other,300,1100,700,Rs/Quintal
Vadhvan,28.8,Tonnes,NR,Potato,700,1000,850,Rs/Quintal
Haryana,,,,,,,,
Asandh,2.7,Tonnes,NR,Other,500,650,600,Rs/Quintal
Bapauli,0.1,Tonnes,NR,Other,660,1060,860,Rs/Quintal
Barara,NR,Tonnes,NR,Other,400,450,400,Rs/Quintal
Barwala,72,Tonnes,NR,Other,400,500,450,Rs/Quintal
Barwala(Hisar),63,Tonnes,NR,Other,500,600,600,Rs/Quintal
Cheeka,148,Tonnes,NR,Other,300,500,450,Rs/Quintal
Chhachrauli,1.1,Tonnes,NR,Potato,450,500,500,Rs/Quintal
Faridabad,105,Tonnes,NR,Other,500,600,550,Rs/Quintal
Farukh Nagar,2,Tonnes,NR,Other,1500,1500,1500,Rs/Quintal
Ganaur,2.5,Tonnes,NR,Potato,800,1200,1000,Rs/Quintal
Gohana,23,Tonnes,NR,Other,1100,2000,1100,Rs/Quintal
Gurgaon,314.7,Tonnes,NR,Other,500,600,550,Rs/Quintal
Hansi,42.5,Tonnes,NR,Other,480,500,490,Rs/Quintal
Hissar,61.2,Tonnes,NR,Other,400,500,400,Rs/Quintal
Jagadhri,27.7,Tonnes,NR,Other,400,470,470,Rs/Quintal
Jakhal,0.2,Tonnes,NR,Other,600,600,600,Rs/Quintal
Jhajjar,9.5,Tonnes,NR,Other,500,520,520,Rs/Quintal
Jind,35.8,Tonnes,NR,Other,400,600,550,Rs/Quintal
kalanwali,5,Tonnes,NR,Other,400,500,500,Rs/Quintal
Khanina,0.4,Tonnes,NR,Other,1100,1200,1200,Rs/Quintal
Madlauda,1.5,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Meham,2,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Mohindergarh,17.2,Tonnes,NR,Potato,500,800,600,Rs/Quintal
Mustafabad,1,Tonnes,NR,Other,450,500,500,Rs/Quintal
Naraingarh,38.9,Tonnes,NR,Potato,300,400,380,Rs/Quintal
Narnaul,2,Tonnes,NR,Other,500,500,500,Rs/Quintal
Narnaund,2,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Narwana,0.8,Tonnes,NR,Other,600,700,650,Rs/Quintal
Panchkul(Kalka),1,Tonnes,NR,Other,900,1100,1000,Rs/Quintal
Panipat,61,Tonnes,NR,Other,430,500,450,Rs/Quintal
Pataudi,2.9,Tonnes,NR,Other,500,600,550,Rs/Quintal
Pehowa,0.2,Tonnes,NR,Other,800,921,900,Rs/Quintal
Pipli,879,Tonnes,NR,Badshah,240,360,275,Rs/Quintal
Radaur,34,Tonnes,NR,Other,400,600,500,Rs/Quintal
Ratia,6,Tonnes,NR,Other,400,500,450,Rs/Quintal
Rewari,21,Tonnes,NR,Other,500,600,550,Rs/Quintal
Sadhaura,3,Tonnes,NR,Potato,400,500,450,Rs/Quintal
Samalkha,1,Tonnes,NR,Desi,500,600,550,Rs/Quintal
Sampla,5,Tonnes,NR,Other,600,600,600,Rs/Quintal
Shahabad,6.2,Tonnes,NR,Potato,360,500,400,Rs/Quintal
Shahzadpur,3.86,Tonnes,NR,Local,400,450,400,Rs/Quintal
Sirsa,40,Tonnes,NR,Other,400,2300,500,Rs/Quintal
Sonepat,46.5,Tonnes,NR,Other,500,700,500,Rs/Quintal
Thanesar,36,Tonnes,NR,Other,250,450,300,Rs/Quintal
Uklana,7.5,Tonnes,NR,Potato,500,600,600,Rs/Quintal
Himachal Pradesh,,,,,,,,
Bhuntar,2,Tonnes,NR,Other,800,2300,1500,Rs/Quintal
Bilaspur,2,Tonnes,NR,Other,400,1200,600,Rs/Quintal
Chamba,8.5,Tonnes,NR,Other,300,400,350,Rs/Quintal
Dhanotu (Mandi),2.8,Tonnes,NR,Other,400,600,500,Rs/Quintal
Hamirpur,2,Tonnes,NR,Desi,560,600,600,Rs/Quintal
Kangra,0.9,Tonnes,NR,Other,500,700,600,Rs/Quintal
Kangra(Baijnath),0.7,Tonnes,NR,Desi,600,700,700,Rs/Quintal
Kangra(Jaisinghpur),0.3,Tonnes,NR,Potato,700,800,750,Rs/Quintal
Kangra(Jassour),4,Tonnes,NR,Other,600,700,650,Rs/Quintal
Kullu,1.4,Tonnes,NR,Other,700,1000,800,Rs/Quintal
Mandi(Takoli),0.2,Tonnes,NR,Other,500,800,600,Rs/Quintal
Nahan,0.7,Tonnes,NR,Other,400,600,500,Rs/Quintal
Palampur,2,Tonnes,NR,Other,800,900,850,Rs/Quintal
Paonta Sahib,3,Tonnes,NR,Other,400,600,500,Rs/Quintal
Shimla,14,Tonnes,NR,Other,700,800,750,Rs/Quintal
Solan,4.6,Tonnes,NR,Other,500,600,500,Rs/Quintal
Solan(Nalagarh),3.3,Tonnes,NR,Other,500,900,700,Rs/Quintal
Una,11.8,Tonnes,NR,Potato,300,500,400,Rs/Quintal
Jammu and Kashmir,,,,,,,,
Akhnoor,2,Tonnes,NR,Other,500,600,550,Rs/Quintal
Samba,2.3,Tonnes,NR,Potato,500,700,600,Rs/Quintal
Jharkhand,,,,,,,,
Gumla,8,Tonnes,NR,Other,3000,3500,3250,Rs/Quintal
Jamshedpur,10,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Khunti,NR,Tonnes,NR,Desi,1450,1650,1550,Rs/Quintal
,,,NR,Other,850,1150,1050,Rs/Quintal
Lohardaga,NR,Tonnes,NR,Jyoti,1500,1800,1600,Rs/Quintal
Pakur,0.5,Tonnes,NR,Other,700,900,800,Rs/Quintal
Karnataka,,,,,,,,
Bangalore,844,Tonnes,NR,Local,1000,1700,1350,Rs/Quintal
,,,NR,Potato,500,900,700,Rs/Quintal
Chickkaballapura,60,Tonnes,NR,Local,700,1500,1100,Rs/Quintal
Chikkamagalore,5,Tonnes,NR,Other,1276,1276,1276,Rs/Quintal
Hospet,3,Tonnes,NR,Potato,900,1200,1000,Rs/Quintal
Hubli (Amaragol),94,Tonnes,NR,Other,800,900,850,Rs/Quintal
,,,NR,Potato,800,850,800,Rs/Quintal
Malur,28,Tonnes,NR,Potato,1200,1600,1500,Rs/Quintal
Mysore (Bandipalya),42,Tonnes,NR,Potato,1300,1500,1400,Rs/Quintal
Kerala,,,,,,,,
Aluva,3,Tonnes,NR,Potato,2000,3000,2500,Rs/Quintal
Angamaly,1,Tonnes,NR,Potato,2600,3000,2800,Rs/Quintal
Athirampuzha,0.9,Tonnes,NR,Potato,1800,2000,1900,Rs/Quintal
Chala,3,Tonnes,NR,Other,2800,2856,2820,Rs/Quintal
Chalakudy,1,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Chengannur,2,Tonnes,NR,Other,1900,2200,2000,Rs/Quintal
,,,NR,Potato,2600,3000,2700,Rs/Quintal
Ernakulam,0.35,Tonnes,NR,Potato,1900,2500,2200,Rs/Quintal
Ettumanoor,2.8,Tonnes,NR,Potato,2500,2600,2600,Rs/Quintal
Kallachi,0.4,Tonnes,NR,Other,1800,2200,2000,Rs/Quintal
Kanjangadu,1,Tonnes,NR,Potato,1800,2200,2000,Rs/Quintal
Kayamkulam,2,Tonnes,NR,Other,2200,2400,2300,Rs/Quintal
Koduvayoor,2,Tonnes,NR,Other,2200,2800,2600,Rs/Quintal
Kondotty,0.25,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Kothamangalam,3,Tonnes,NR,Other,2500,3000,2600,Rs/Quintal
Kottakkal,3,Tonnes,NR,Other,1900,2000,1950,Rs/Quintal
Kuruppanthura,4,Tonnes,NR,Potato,2400,3200,2800,Rs/Quintal
Madhavapuram,2,Tonnes,NR,Other,2400,2600,2500,Rs/Quintal
Manjeri,6,Tonnes,NR,Other,2000,2100,2050,Rs/Quintal
Manjeswaram,20,Tonnes,NR,Other,1800,2600,2200,Rs/Quintal
Moovattupuzha,2,Tonnes,NR,Big,2200,2450,2300,Rs/Quintal
Neeleswaram,1,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Pala,3,Tonnes,NR,Potato,2400,2600,2500,Rs/Quintal
Palakkad,0.5,Tonnes,NR,Potato,2200,2800,2500,Rs/Quintal
Palayam,50,Tonnes,NR,Other,2000,2200,2100,Rs/Quintal
Pampady,2,Tonnes,NR,Other,2200,2600,2400,Rs/Quintal
Parassala,4,Tonnes,NR,Potato,2800,3000,2800,Rs/Quintal
Pattambi,2,Tonnes,NR,Other,2000,2600,2400,Rs/Quintal
Perinthalmanna,2.3,Tonnes,NR,Potato,2200,2800,2400,Rs/Quintal
Perumbavoor,5,Tonnes,NR,Potato,1500,2300,2000,Rs/Quintal
Thalayolaparambu,0.9,Tonnes,NR,Other,2000,2500,2300,Rs/Quintal
Thamarassery,0.5,Tonnes,NR,Other,2100,3000,2400,Rs/Quintal
Thodupuzha,5,Tonnes,NR,Other,2600,2800,2800,Rs/Quintal
Thrippunithura,1,Tonnes,NR,Potato,2900,3400,3100,Rs/Quintal
vadakarapathy,0.5,Tonnes,NR,Other,2300,2500,2400,Rs/Quintal
Vadakkenchery,0.23,Tonnes,NR,Other,2400,2800,2600,Rs/Quintal
Madhya Pradesh,,,,,,,,
Alirajpur(F&V),0.6,Tonnes,NR,Potato,700,900,800,Rs/Quintal
Bhopal(F&V),170.8,Tonnes,NR,Other,600,1000,800,Rs/Quintal
Burhanpur(F&V),2,Tonnes,NR,Jyoti,400,1000,700,Rs/Quintal
Chhindwara(F&V),4.8,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Deori,1,Tonnes,NR,Other,400,600,500,Rs/Quintal
Dewas(F&V),1.4,Tonnes,NR,Other,300,1200,800,Rs/Quintal
Dhar(F&V),3,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Guna(F&V),0.6,Tonnes,NR,Other,500,600,550,Rs/Quintal
Haatpipliya,0.11,Tonnes,NR,Potato,600,1200,900,Rs/Quintal
Indore(F&V),346.5,Tonnes,NR,Desi,200,900,700,Rs/Quintal
Jhabua,0.3,Tonnes,NR,Local,900,1000,950,Rs/Quintal
Khandwa(F&V),30,Tonnes,NR,Potato,300,600,500,Rs/Quintal
Kukshi,1,Tonnes,NR,Potato,400,800,600,Rs/Quintal
Lashkar(F&V),92,Tonnes,NR,Local,400,600,500,Rs/Quintal
Mandsaur(F&V),2.5,Tonnes,NR,Other,1200,1300,1250,Rs/Quintal
Morena(F&V),5,Tonnes,NR,Potato,600,600,600,Rs/Quintal
Narsinghgarh,3.2,Tonnes,NR,Other,650,750,700,Rs/Quintal
Petlawad,0.55,Tonnes,NR,Potato,500,800,600,Rs/Quintal
Pipariya,2.2,Tonnes,NR,(Red Nanital),330,850,540,Rs/Quintal
Rajgarh,1.6,Tonnes,NR,Potato,200,500,300,Rs/Quintal
Sagar(F&V),31.2,Tonnes,NR,Other,400,500,450,Rs/Quintal
Sanwer,0.2,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Syopurkalan(F&V),2,Tonnes,NR,Other,700,800,750,Rs/Quintal
Ujjain(F&V),49,Tonnes,NR,Desi,180,940,550,Rs/Quintal
Maharashtra,,,,,,,,
Ahmednagar,32,Tonnes,NR,Other,500,1200,850,Rs/Quintal
Amrawati(Frui & Veg. Market),27,Tonnes,NR,Other,700,800,750,Rs/Quintal
Aurangabad,100,Tonnes,NR,Other,500,700,600,Rs/Quintal
Chandrapur(Ganjwad),90,Tonnes,NR,Other,700,1000,800,Rs/Quintal
Jalgaon,30,Tonnes,NR,Other,400,600,500,Rs/Quintal
Kalyan,NR,Tonnes,NR,Other,600,800,700,Rs/Quintal
Karad,20,Tonnes,NR,Local,800,1400,1400,Rs/Quintal
Maanachar,24,Tonnes,NR,Other,500,1050,750,Rs/Quintal
Nagpur,498,Tonnes,NR,Other,800,1400,1250,Rs/Quintal
Nasik,266,Tonnes,NR,Other,400,950,700,Rs/Quintal
Palthan,7,Tonnes,NR,Other,600,900,800,Rs/Quintal
Pune,735,Tonnes,NR,Other,500,1300,1100,Rs/Quintal
Pune(Khadiki),1,Tonnes,NR,Other,1000,1300,1150,Rs/Quintal
Rahata,24,Tonnes,NR,Other,800,1400,1000,Rs/Quintal
Rahuri,4,Tonnes,NR,Other,900,1300,1115,Rs/Quintal
"Sangli(Phale, Bhajipura Market)",33,Tonnes,NR,Other,800,1300,1050,Rs/Quintal
Solapur,107,Tonnes,NR,Other,500,1630,700,Rs/Quintal
Vashi New Mumbai,1220,Tonnes,NR,Other,600,1200,900,Rs/Quintal
Nagaland,,,,,,,,
Kohima,12,Tonnes,NR,Potato,1100,1300,1200,Rs/Quintal
NCT of Delhi,,,,,,,,
Azadpur,1985.1,Tonnes,NR,Potato,360,800,560,Rs/Quintal
Shahdara,547.1,Tonnes,NR,Potato,400,1100,700,Rs/Quintal
Odisha,,,,,,,,
Angul,18,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Angul(Atthamallick),3.5,Tonnes,NR,Potato,1800,2000,1900,Rs/Quintal
Bahadajholla,15,Tonnes,NR,Other,800,1000,900,Rs/Quintal
Bampada,15,Tonnes,NR,Other,900,1000,950,Rs/Quintal
Banki,2.4,Tonnes,NR,Other,1600,1800,1700,Rs/Quintal
Bargarh,4.39,Tonnes,NR,Other,600,800,700,Rs/Quintal
Bargarh(Barapalli),4.25,Tonnes,NR,Other,1000,1200,1000,Rs/Quintal
Barikpur,12,Tonnes,NR,Other,800,900,850,Rs/Quintal
Baripada,12,Tonnes,NR,Potato,600,1000,800,Rs/Quintal
Betnoti,0.05,Tonnes,NR,Potato,700,900,800,Rs/Quintal
Bhanjanagar,0.1,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Birmaharajpur,1.5,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Bolangir,6,Tonnes,NR,Other,1400,1500,1400,Rs/Quintal
Bonai,2,Tonnes,NR,Other,1000,1000,1000,Rs/Quintal
Boudh,0.5,Tonnes,NR,Other,1000,1400,1000,Rs/Quintal
Chatta Krushak Bazar,7,Tonnes,NR,Local,700,800,800,Rs/Quintal
,,,NR,Potato,800,900,800,Rs/Quintal
Dhenkanal,63,Tonnes,NR,Other,1400,1500,1500,Rs/Quintal
Dungurapalli,2.5,Tonnes,NR,Other,1450,1520,1500,Rs/Quintal
Gopa,8,Tonnes,NR,Local,700,800,800,Rs/Quintal
,,,NR,Potato,800,900,800,Rs/Quintal
Hindol,5,Tonnes,NR,Potato,900,1100,1000,Rs/Quintal
Hinjilicut,35,Tonnes,NR,Other,1000,1500,1200,Rs/Quintal
Jagatsinghpur,19.5,Tonnes,NR,Potato,800,1000,900,Rs/Quintal
Jajpur,21,Tonnes,NR,Potato,540,550,550,Rs/Quintal
Jharsuguda,4,Tonnes,NR,Other,900,1000,1000,Rs/Quintal
Kamakhyanagar,6,Tonnes,NR,Potato,1000,1400,1200,Rs/Quintal
Kendrapara,7,Tonnes,NR,Local,600,700,700,Rs/Quintal
,,,NR,Potato,800,900,850,Rs/Quintal
Kendupatna,45,Tonnes,NR,Other,750,800,750,Rs/Quintal
Kendupatna(Niali),35,Tonnes,NR,Other,750,800,750,Rs/Quintal
Keonjhar(Dhekikote),0.6,Tonnes,NR,Other,1400,1600,1600,Rs/Quintal
Khariar,1,Tonnes,NR,Local,1400,1500,1500,Rs/Quintal
Khariar Road,0.5,Tonnes,NR,Desi,1400,1500,1500,Rs/Quintal
Khunthabandha,0.2,Tonnes,NR,Other,1000,1400,1000,Rs/Quintal
Mottagaon,63,Tonnes,NR,Other,1400,1500,1500,Rs/Quintal
Pandkital,2.1,Tonnes,NR,Other,1480,1600,1520,Rs/Quintal
Pattamundai,7,Tonnes,NR,Local,700,800,800,Rs/Quintal
,,,NR,Potato,800,900,900,Rs/Quintal
Saharpada,0.6,Tonnes,NR,Other,1400,1600,1600,Rs/Quintal
Sarankul,6,Tonnes,NR,Other,700,900,800,Rs/Quintal
Sargipali,2,Tonnes,NR,Other,1400,1600,1500,Rs/Quintal
Tusura,5,Tonnes,NR,Other,1400,1500,1400,Rs/Quintal
Udala,9,Tonnes,NR,Potato,620,650,620,Rs/Quintal
Punjab,,,,,,,,
Abohar,34,Tonnes,NR,Potato,250,650,450,Rs/Quintal
Adampur,3.1,Tonnes,NR,Other,300,400,400,Rs/Quintal
Ajnala,1,Tonnes,NR,Jalander,500,600,500,Rs/Quintal
Amritsar(Amritsar Mewa Mandi),220,Tonnes,NR,Potato,300,500,400,Rs/Quintal
Baghapurana,0.3,Tonnes,NR,Local,200,300,250,Rs/Quintal
Balachaur,2.7,Tonnes,NR,Other,400,450,425,Rs/Quintal
Banur,0.6,Tonnes,NR,Other,300,450,400,Rs/Quintal
Banur (Kheragaju),1,Tonnes,NR,(Red Nanital),300,450,400,Rs/Quintal
Bariwala,0.25,Tonnes,NR,Other,250,350,300,Rs/Quintal
Barnala,42.6,Tonnes,NR,Other,100,440,270,Rs/Quintal
Bassi Pathana,2.2,Tonnes,NR,Potato,300,500,400,Rs/Quintal
Batala,25,Tonnes,NR,Other,300,350,325,Rs/Quintal
Bhawanigarh,3,Tonnes,NR,Other,360,360,360,Rs/Quintal
Bhucho,0.15,Tonnes,NR,Other,400,600,500,Rs/Quintal
Bilga,0.09,Tonnes,NR,Other,1000,1200,1100,Rs/Quintal
Budalada,1.3,Tonnes,NR,Other,400,500,450,Rs/Quintal
Chamkaur Sahib,3.5,Tonnes,NR,Other,400,420,410,Rs/Quintal
Dasuya,10.5,Tonnes,NR,Other,250,350,350,Rs/Quintal
Dera Bassi,2.1,Tonnes,NR,Other,400,500,450,Rs/Quintal
Dharamkot,1.45,Tonnes,NR,Other,800,900,800,Rs/Quintal
Dhariwal,3.5,Tonnes,NR,Other,400,600,500,Rs/Quintal
Dhuri,0.5,Tonnes,NR,Local,500,550,530,Rs/Quintal
Dudhansadhan,0.4,Tonnes,NR,Other,700,900,800,Rs/Quintal
F.G.Churian,0.24,Tonnes,NR,Potato,300,320,310,Rs/Quintal
Faridkot,12.55,Tonnes,NR,Potato,500,800,700,Rs/Quintal
Fazilka,30,Tonnes,NR,Other,400,800,600,Rs/Quintal
Ferozepur Cantt.,0.25,Tonnes,NR,Local,375,400,380,Rs/Quintal
Firozepur City,200,Tonnes,NR,Other,200,350,250,Rs/Quintal
